	sentiment	review_body
7092	1	I gave the 2012 version 5-stars, and think this version deserves that rating as well.  It greatly simplifies the process of preparing and filing taxes, including importing data from the prior year to minimize the effort of getting the return put together.  Once I had the info assembled for entry into the software, I spent less than an hour completing my return to my satisfaction.
7093	0	Its not very cool that Quicken turns off the online stuff after 3 years.
7094	1	I use this program for the last 14 years! Never any problems ever!
7095	0	I have had more trouble downloading transactions from my bank with both 2013 & 2014.  The most frustrating is trying to get help from Quicken Support.
7096	-1	I like Kaspersky but the second time I was<br />online somebody hacked into the site I was on. I haven't been back on since then. That was 3 weeks ago.
7097	1	If we must have our money confiscated and wasted, at least TurboTax is a good alternative to trying to understand the overly complicated laws & regulations.
7098	1	For those who have problems finding the product key, just log into your account and you'll find the activation or product key in Your Games and Software Library.
7099	1	Love the program. It download smooth and quick with no errors. It works perfectly on my laptop. It scans and block invading malware perfectly and review your progress a voice over. Awesome program. Highly recommend.
7100	-1	I tested the trial version of this software.<br /><br />After installation, the software quarantined 34 of my files, but will only allows 10 files to be restored.  Their technical support people say that only the paid version gives the user full control.<br /><br />So, without paying them, files on my system are now held hostage.<br /><br />The files are all virus-free, as they had been in use for some time, and were previously scanned with Microsoft Security Essentials, MalwareBytes and SuperAntispyware.  There is NO malware.<br /><br />Also note that it is difficult to contact company support.<br /><br />1.  Their Support page for email is broken.<br /><br />2.  At the same page, the chat fails to connect.<br /><br />3.  I did get through by phone, but all the person could tell me is that the paid version does not limit the restore function!<br /><br />This is RANSOMWARE, claiming to be security software!
7101	0	The federal program is great, really works well and I feel pretty good about the accuracy of my filing. But the state program is total garbage. It keeps referring me to the state's website. Well, if I wanted to use the state's website, why did I pay you for your software? But maybe it's better for bigger states.
7102	-1	not sure if it helped with  anything
7103	-1	Never again with this company! Double charging for the same service, hiding state e-filing fee until you are going to submit your tax return.  Misleading product title. Read the fine prints!!!!  Even you read the fine prints, you will still be charged at the last minute before submitting the tax return! You CAN'T win with this company.
7104	1	TurboTax makes it easy with the step by step questionnaire.  The low ratings of this product based on the fact that there is an extra charge for efiling the state return are NOT fair.  It is not advertised inaccurately.  Product only continues to improve.  I'm satisfied.  Would have given it a perfect 5/5 if the section on clergy housing allowance was more detailed.
7105	1	"Is this product as good as Microsoft?  No, but hey it's free and does all the basics well. Must say it could be more user friendly. I'm still trying to figure out the nuances of the database program. Luckily it has a \\""wizard\\"" with templates that can help. But I'm still trying to figure out how to open an e-book I think I created using an extension.<br />Try it!  What can it hurt"
7106	0	multi-currency support is bad, but that's my main complaint. everything else is okay, only better option would be a homebrew excel file
7107	-1	Dear Turbo Tax,<br /><br />You are the corporate, greedy, back stabbing ex-friend that I wish I never had the misfortune to meet.<br /><br />My money would have gone a lot further had I gone see anyone else. Removing important features and charging up the WAZOO for anything beyond basic.<br /><br />Free state filing? No, not really. Charging 25 dollars (before sale taxes - the irony!) for e-filing after your price increase? OOPS. Showing that corporate greed WE know SO well in this country.<br /><br />This is a SNAKE OIL sales pitch. Nothing better than buying a &#34;deluxe&#34; version that charges you extra!<br /><br />Your reputation has been tarnished and I will not hesitate to alert the sheeps who year after year renew your service despite the shrinking services and overpriced crap.
7108	1	good product
7109	0	I've have used this software for five years.  I work for myself and recently purchased a home.  Seems accurate (as far as I can tell) and MUCH cheaper then going to an H&R Block office to have them do it for you.  My only issue is customer service.  I had one question regarding health insurance (due to the mess of ObamaCare) and virtually impossible to get any help.
7110	1	"I did not have time to wait for snail-mail. The amazon down-loader was no big deal - 25 seconds to download its 3mb on DSL. It then proceeded to download the main file (80mb in 8 min) without a hitch. It does store it to some obscure amazon folder on the disk but has a \\""Go to folder\\"" button when finished so you can move the installation file to where you want it instead of installing right away. I suggest you move it to the desktop and start it from there. The TurboTax software is typical mega bloatware that is produced these days but it worked well. I needed the business edition to do a irrevocable family trust 1041. It seemed to know what to do - saving me accountant fees."
7111	1	The best value for your money ... no more accountants! Turbo Tax makes it easy - I file on line while preparing in the comforts of my own home!
7112	-1	Installed with difficulty. Worked for about a month, now all of a sudden none of the Office programs will open. Tried to reinstall with zero luck. Microsoft support was zero help. I want a refund and Office 2010 back. :(
7113	-1	Unable to download. Poor product.
7114	-1	I am a long time user of TurboTax, but this year's edition was riddled with mistakes - and these mistakes could cost you THOUSANDS of dollars!  My daughter works in Kansas and lives in Missouri.  TurboTax 2013 CANNOT calculate the proper amount of Missouri credit for taxes paid to Kansas because it cannot import the information correctly from the Kansas forms to the MO-CR form.  TurboTax had her paying $1,484 in Missouri state taxes when she really only owed $274.  BIG DIFFERENCE!  It is an IMPOSSIBLE TO CORRECT mistake in Turbotax and we ended up filling out the MO-CR form and MO 1040 at the state of Missouri website and just using TurboTax for Federal and Kansas.  Wasted money buying the extra state!!!  And then when we were finishing and ready to e-file the Federal taxes, it pops up with a message that if you e-file Federal taxes you HAVE to e-file Kansas taxes (at the ripe old usury fee of $24.99).  A cursory search on the web indicated that this is also INCORRECT.  You can e-file the Federal and mail in the Kansas (which is what we've always done since the fees for e-filing the state taxes with TurboTax are ridiculous).  These are some MAJOR mistakes that were never corrected in any of the updates (and it's already April!!)  If I hadn't been suspicious of the huge amount owed Missouri (previous experience had shown that the refund from Kansas usually covered what was owed to Missouri) and done some research, my daughter could have been out a lot of money by trusting TurboTax!!!!!
7115	1	Good, but I did not get the free state return this year, paid for 2 and am sending<br />the other through mail.
7116	-1	The down load of this app did not work at all it was a big disappointment and a waist of money
7117	0	No real user friendly
7118	1	Purchased online. There was no problems with the download. So far the Microsoft Office Home and Student 2013 works with no issues.
7119	-1	I was audited for 2011 and contacted H&R Block.  It was a waste of time.  The first call had no idea how to help me and I hung up and redialed to get a different rep.  This one barely spoke English.  He final solution was for me to call the IRS and work it out with them.<br />Forget any audit support.
7120	-1	The program itself is wonderful for learning I'm just extremely dissatisfied because the product key for level 2 was invalid and there is absolutely no way to contact anyone to get a valid one.
7121	1	I was going to buy the hard addition. But then I read about this. The cloud storage alone is worth the price.  Great product and updates automatically! Love it...
7122	1	The product was easy to install and easy to follow the instructions for execution.  My PC's performance increased immediately.  I use it regularly now to ensure my PC is operating optimally.
7123	-1	State software is not included. You will have to buy it separately.  other than that i did my taxes rather painlessly.
7124	-1	If you do not know how to work QuickBooks already, it is difficult.  I couldn't even set it up!  I am still not using it, because there is no manual.  We had to upgrade out Mac just to download it.
7125	0	It has the basic functionality. However, it still needs refinements here and there. For example, its import function is much weaker than Turbotax, with fewer supported institutions and more problems. TD Ameritrade is on the list, but it failed when I tried to import the 1099. The customer support also needs improvement. I was put on hold for quite awhile, then the rep couldn't provide much help on my import problems.
7126	0	I have quicken 2015 Deluxe, but it STILL confuses stocks and mutual funds with the same first three letters of the symbol!  THis has been a problem for years....
7127	1	The downloads were quick and easily installed to 2 computers.  My preference is always Norton Antivirus to protect my computers.
7128	-1	don't waste your time
7129	0	I got a good deal and i bought it, does what it suppose to do<br />The only thing is that firewall is not included and you have to pay<br />Extra if you wanted,
7130	1	Everything about avast! is great. It's super user-friendly, has so many options and things to help you. Doesn't put a bunch of useless crap onto your computer. This list goes on, but in the end, download it!
7131	1	I have been using H&R Block for years. Software is easy to navigate and reliable. The download worked perfectly with no issues at all. I would continue to recommend H&R Block software to friends and family. I would also recommend downloading from Amazon.com.
7132	-1	The comparison chart for the Turbo Tax products indicates for the Deluxe version includes (1) State product via download (Print for free or e-file for $19.99 per return). Very deceptive adding the footnotes for a “different” version of Deluxe.<br />Once you use this version of the Deluxe software, they want to up sell you state for an additional $39.99 (Total $ 80.00).
7133	0	"I am a complete beginner when it comes to Dutch. I wanted to teach myself at home and wanted something flexible with regards to my time. I chose to give this one a try mainly because of the cheaper price compared to other products.<br /><br />Pros:<br />This program is easy to use as it works straight off of any internet browser and requires no separate downloads. All you need is a working mic, a good headset, and a mouse to get started. All commands/navigation are extremely basic and easy, even for the technologically-challenged.<br /><br />The program offers 2 native speakers for pronunciation comparisons, 10 modules per language level that can be studied in any order, repetitive audio loops for each module, fun little quiz/test games that forces you to know the material by heart the more you play, and a point system to help track your progress.<br /><br />This program is basically a survivor's guide for people needing to say some quick phrases (such as, \\""Where is the shop?) in Dutch here and there.<br /><br />Cons:<br />While a 2-year subscription is more than enough to complete this program (level 1, 2, 3, and level 3 business-Dutch), you need to plan out the lessons and the pace yourself as the program does not offer anything for this. The point system is buggy/unreliable and sometimes loses the progress you've made. The program also offers no explanation on grammar or pronunciation rules for the complete beginners. It's basically, \\""learn by mimicking.\\"" This may be fine for some, but without a proper foundation it's going to lead to a lot of headache in the future. The program is also for speaking-only. There is no written portion or \\""construct your own phrases/sentences\\"" so if you're looking for that, this program is not for you.<br /><br />This program will not enable you to hold any meaningful conversation with people in Dutch as you will gain no knowledge in grammar or sentence structuring of any sort through this program.<br /><br />If you supplement thiswith a program that focuses on grammar and all that jazz, it can be good."
7134	0	If you weren't already aware, purchasing an Office 365 subscription based service application is the only way to install the latest Microsoft Office products on a Mac. All of Microsoft's 'one-time' purchase options, things like Microsoft Office Home & Student 2013 and Microsoft Office Home & Business 2013 are NOT compatible with Mac OS.    What does this mean?    Microsoft Office Home & Student - $139 one-time purchase - http://smile.amazon.com/dp/B00B1TGUMG  Microsoft Home & Business 2013 - $219 one-time purchase - http://smile.amazon.com/dp/B00B1TGMIS    Once you buy these products, they are yours forever. Just like any software purchase has been in years past. But, they are only designed for Windows machines.    Comparatively, to get the same products on your Mac, you must use Microsoft Office 365 Personal @ $69.99/year or Office 365 Home @ $99.99/year to keep the software functional, for as long as you desire.    You do the math, in 4 years time, you will have spent $280 for Microsoft Office 365 on your Mac. Or $400 to use Microsoft Office 365 Home on more than 1 Mac machine. While PC users had only spent $139 for Office Home & Student 2013, or $219 for Office Home & Business 2013 AND they were able to keep their software forever.    Just something to consider when purchasing this Office 365 Home Subscription. This can get expensive over time.    Why did Microsoft choose to omit the one-time purchase option for Mac users? Not sure, but it's kind of upsetting. I'd rather pay a larger amount up-front, and keep the things I spend my money on, for as long as I'd like.
7135	-1	Do not get started with this software, I'm stuck in it. It's full of ads!!! It's adware that you pay $180 for!<br /><br />Once you're out of your free help, there is no unpaid customer support, generally speaking even for bugs or problems of Intuits making.<br /><br />So if you have a choice go a different route.<br /><br />I'm still evaluating this, I had 2010, which worked fine, but Intuit cancelled features until we're forced to upgrade (emailing receipts and printing FedEx Smart Post labels).
7136	0	For fear of taking up too much time writing something that no one will read all of the way through I will just say that this product is clunky, doesn't work well even on my high end gaming computer (slows down, locks up, doesn't like large video files, etc).  There is little, if any, included walkthroughs for the novice, the choices of &#34;Auto Movies&#34; are really lame... and it's just (in my opinion) a really bad product.  I spent a fortune on 5 different brands of Video Editing Software and this one comes in maybe as # 3 of the 5 brands I purchased.  If you have very small movie projects that don't require a lot of editing then maybe consider this product.  If you have large video files that require lots of fixing (like old VHS footage) than you definitely want to look at some other brands... My favorite... Sony!
7137	1	I like this software it is easy to use.  I wish it had a few more options for 3D effects but you have to pay for them as an extra charge.
7138	1	I've been using Quicken now for at least a decade. Yearly updates are totally unnecessary but every few years it is probably worthwhile. This was the year. Not much different from 2008 which was my last update. Quicken does help keep track of my finances and I will continue to use it.
7139	0	Purchased the latest version of Quicken to replace a 2006? version. It is taking some time to get used and not the categories upgraded correctly but there have been improvements over the year.
7140	0	I appreciate the spreadsheets on my accounts.  I am a little disappointed that forms and comparisons available in prior versions are no longer available to me.
7141	1	Had trouble printing state form to mail in.  Used turbo tax for many years and this was the most trouble I have had. Don't change from year to year just for the sake of change.
7142	1	Gotta have a antivirus. I have no complaints about this one. Very affordable. Don't renew your subscription though. Buying a new subscription is way cheaper
7143	1	The new features are sure first class.  Great protection.  i depend on it for all my computers at home.  1 year of Kaspersky came with my laptop and as soon as it expired, I switched to Avast Free.
7144	0	Very intuitive.  I am focusing on a bathroom remodel.  Not much support for cabinets, ie; types, color, no counter tops and sinks.  Adjusted to the finicky snap points for walls.  I wish there was a try before you buy.
7145	0	I'm new into TAX software.<br />All USA TAX system is kind of new and strange to me.<br />I'm only 3 years in the country and before I was using H&R block help to file the taxes.<br />This year I decided to save and bought Turbo Tax.<br />After the basic steps (wizard) Turbo Tax didn't asked me about some expenses so I had to dive dip to find and enter it.<br /><br />I tried TaxACT online and completed it in 20 minutes, which yielded the same result as 3+ hours in TurboTax.<br /><br />Therefore only 3 stars: pricier then TaxACT, not exactly user friendly.<br /><br />Next year I would compare prices and check the online (pay when file) before paying for any TAX software.
7146	1	Great tool for me. I have used it for the last 6 years.
7147	-1	Very disapointed at this application. After several months of usage, I was locked out of my data after the latest patch (R6 and R7) forever encrypted my data file. When I contacted support, I was told there is no way to get it back, and my only option is to restore from my backup. Well, my backup was a month old, and it did not include the latest bills I added, and all of the ones I already paid came up as &#34;past due&#34;. I had to go back and go through all my bank transactions manually to check which ones I paid and which ones I did'nt. There's got to be a better product out there that doesn't release a buggy patches. There are lots of people that were affected by this buggy release. Just check out online all the frustration that people posted regarding the R6, R7 updates. I don't recommend this product.
7148	0	Turbo Tax was easy to use.  It doesn't seem quite as good as previous years due to the barage of ads and constant marketing blitz shoved at you while trying to get your taxes done. Since I have used this product for years, it was good to have my information imported but I am thinking about alternatives now.
7149	-1	I have used Quicken products for Windows for years and have absolutely loved the product.  I recently switched to a Mac and I am horrified at the poor functionality of Quicken for Mac 2015.  I cannot easily set up a budget for an entire year.  Reports are difficult, the graphics are non existent by comparison to the Windows version.  I am so disappointed, I wish I had never purchased the product.  I may have to continue doing all my financial work on my old PC as this product is deficient and difficult to use in so many areas I can't begin to list them all.
7150	-1	Adding my voice to the chorus.  Been using TurboTax almost since I started filing taxes: buying TurboTax has become a February ritual.  Apparently Intuit thinks there aren't good competing products out there.  I've done the research.  There are.  Sorry I have to go, but I'll bit the bullet this year and switch to something else.  Also will start looking into alternatives to Quicken, since Intuit seems to want to cash out on their customers' loyalty.
7151	-1	Been using this product for years. Read the reviews and I am looking for another product. I am done with this company 1st Quicken now this, no way to run a company. Is there any one out there that has a recommendation on another product.
7152	1	H & R Block takes you step by step.  If you take the time to gather all of your information that you need and/or can use, then this program will show you exactly where to put each amount and what qualifies.
7153	-1	Wow what an epic fail !! I have been relying on Quicken to help me track my personal finances, pay bills and track spending for more years than I can remember and have been through quite a few upgrades - most without sustained drama - however the 2015 is just horrible. Daily download errors, the need to reset accounts & of course complete freezes that need to be reset but closing the program thought task manager.  I went from looking at Quicken as a trusted part of my finance to a product I loathe.  I fear Intuit might have cause irreparable harm to their brand with this release - and makes one wonder about Turbo Tax.  Consider purchasing this product with great care !
7154	-1	e-file is NOT included with this program as the listing title suggests.  It will cost an additional $30 to e-file your federal and state return.  Buyers beware.
7155	1	We have used TurboTax to complete our taxes for the past 5 years and have found the software product to be user friendly.  We believe TurboTax can certainly be used by inexperienced persons and others who have completed their personal taxes over the years.  The product will guide you through the various elements of income, investment, rental properties, tax deductible elements and other miscellaneous required Income Tax items. We have a great appreciation for the quality of TurboTax and have confidence in submitting a properly completed Income Tax submission.<br /><br />Thank You!<br /><br />H. Frank Rayne
7156	-1	I purchased this and downloaded it for my Mac. After finishing my taxes I proceeded to file and it tried to charge me again for the state return, that I already purchased by buying this and downloading. Apparently there is an issue with the state portion of the download. I contacted Intuit and had to go through 45 minutes waiting on the phone and an hour of uninstalling this software and re-installing the version from them. Finally the problem was fixed and my taxes were filed but there is definitly a problem with this downloadable version.
7157	1	Easy to use as life gets more complicated.
7158	1	Although I'm new to Memorang, I'm starting medical school this year and I'm so relieved to know that I will be in good hands when it comes to USMLE Step 1 prep. I'm confident this flashcard program will help prepare me well for this exam as it will for you too. I plan to use it extensively over the next couple years.
7159	-1	"Spent hours trying to download using the ridiculous amazon download system. It wont work but they want me to waste more time contacting Norton directly. I have no functioning program and they won't refund my payment. Do not recommend Using Amazon to download software. If it doesn't work they keep your money and say \\""Too bad\\"".<br /><br />Edit<br /><br />After submitting a complaint Amazon agreed to refund the charge. Be aware that their policy is to NOT refund for software downloads. I understand this if the download is successful but when the process doesn't work, the buyer receives nothing and is charged anyway. They made an exception and I appreciate it but the download process is flawed. A SUCCESSFUL download should be ensured before the buyer's money is permanently taken. I don't recommend the Amazon software download process. Buy the CDs or go directly to the source."
7160	0	I suppose this works to some extent but i did not use it. but it wants me to leave a review but me personally i use norton and pay 10-20 bucks and feel like im alittle safer. But this will do the job if you dont use the computer alot like i do..
7161	1	quick and easy way to do accurate tax returns yourself, makes electronic filing easy, just zip boom bang its done
7162	0	avast is an ok antivirus if you can put up with the annoying popups
7163	-1	I originally said this was okay, but after using it for a year, it's terrible.<br /><br />1. They've never bothered to improve the menu layout, which is extremely limited.<br /><br />2. If you ever have to reformat your computer pretty often for whatever reason, you lose your previous license and have to use another. Once you've used all five, you either have to email support and ask for another license, to use the software you've paid for, or you just have to buy it again.<br /><br />3. It frequently skips entire scenes and sometimes, whole chapters, on newer movies. When emailing support about this, they give you this catch 22 answer by saying you need to install the latest version, even though I've done that already.<br /><br />4. Twice, this program was flagged by Webroot Internet Security, as a risk. Maybe it was just a glitch, but it's worth mentioning.<br /><br />5. Lastly, installing the latest version via the built in update feature, crashes it every time, forcing me to do a complete uninstall and reboot, if I<br />want to update.
7164	0	"I had to come back and drop a quick review on my Turbo Tax experience. I read the reviews of all of those who were saying that they were having major headaches trying to get it to download properly, and install. Then I read the reviews from those who were saying it downloaded and installed without so much as a whimper; it all went smoothly, and only took a few minutes. I noticed that those who reported a no problem install were saying they were installing it into a Vista 64 machine.<br /><br />I thought the detractors must have been missing a keystroke somewhere, and after all, by downloading I was getting the latest version. The CD that you buy had to be older, and you would need a download anyhow, so why not just download it in the first place? The price was close to the same, by the time you factored in the shipping from the third party vendor. So I bought it and downloaded it into my XP machine. That is when the trouble began. It had problems every step of the way. So I decided to uninstall it and try shutting off my McAfee antivirus, as well as my Scotty the Watchdog Win Patrol that alerts me, with options every time someone tries to install a program on my machine at boot up, eating up valuable resources. Sure enough on the first install, up came the warning, and I said \\""Yes\\"" but it stopped installing anyhow, so I shut it off, rebooted the machine, and on the third attempt, even renames the prior download, so I could download a fresh copy. (I did get a file error message somewhere along the way, so I decided to get a fresh download from the Amazon library) Well after all of that, it still didn't work. Oh it finally worked, and the program came up, after waiting about 3 minutes for it to load, and then when it did load, and I clicked on start a new return, after about 5 minutes, I decided it was frozen, and I did get a few \\""Not responding\\"" messages when I tried to egg it on.<br /><br />So I went to my other XP machine with a 2.4Mghz CPU instead of the 2.0 machine I initially installed it in, (both had 2 Gigs of ram) and this time I couldn't get it to load. Amazon is very helpful in getting the download part to work, even on a busy Sunday, 2 weeks before the deadline, but getting the Turbo Tax program to work, well that was something else altogether.<br /><br />So finally I decided to give it a try in my Vista 64 Media Center PC. I downloaded it and in the middle of the download I realized it was being downloaded and installed right in the middle of recording the TV show 60 Minutes. I also had my McAfee Antivirus software running. I decided not to interrupt it. I just let it run. It fully downloaded, and all the usual prompts came up, just like before, just a lot, lot faster this time, and when it was all done, it went online, did the updates, and when I finally clicked on the \\""Start a New Return\\"" button, it instantly flicked over to the next screen. How about that, it worked perfectly. Then I copied last year's return over the Vista PC and it drank that up, and gave me the next screen etc. No matter what I clicked on it worked perfectly. The program was running like a banshee.<br /><br />So, can we conclude that it works effortlessly on a Vista machine, but it has problems with XP (Wouldn't that be a switch to all those Vista haters out there:)? Or is something in the way I ran it causes me to have 2 failures trying to load it in an XP machine, but not with the Vista?<br />I had to come back and edit this because with some thought I realized that I had Win Patrol with Scotty the watchdog running on both XP machines, but not on the Vista machine. What Scotty does is stop programs from loading on startup without your approval. So it pauses the load, asks is it ok, then after clicking on Ok it did not resume. So the pause turned into a halt. So if you are running Win Patrol, right click on it on the task bar and choose \\""Exit\\"" before loading Amazon's installer installation. I did manage to work around that, and was able to access the program, but it was running like it had a corrupt file in it. Fortunately Amazon allows you to download and reinstall.<br /><br />I think people who have XP can chime in here with their comments, and maybe we can get ahead of this thing. You know, fellow Amazonians, helping each other out. So if anyone has gotten good results with XP, let it be known here.nning like it had a corrupt file in it. Fortunately Amazon allows you to download and reinstall.     I think people who have XP can chime in here with their comments, and maybe we can get ahead of this thing. You know, fellow Amazonians, helping each other out. So if anyone has gotten good results with XP, let it be known here."
7165	1	Had trouble loading it with Windows 7.  Called Block's help desk and they stuck with me to get it to load.  Great customer support.
7166	0	This is greast softfare, however the price in the last year has gone up inexorbitant. THERE IS NO REASON TO CHARGE 5O BUCKS FOR THE DELUXE. IT WAS $30.00 LAST YEAR AND $20.00 THE YEAR BEFORE!
7167	-1	Pros<br /><br />Allows user to mute the sound track, allowing the playing of other sounds.<br />Allows user to set sound volume.<br />Allows user to show or hide desktop icons.<br /><br />Cons<br /><br />The video itself has little variation, and consists of what feels like a fixed loop with around 4 minutes periodicity. The fish are still pictures that are programmatically moved across the screen in an unnatural manner. Occasionally a gill or a tail flaps, by showing an alternative picture. But the fish do not move in a convincing fashion.  The background remains the same except for a bit of pulsation in each item.
7168	1	Have used TurboTax for the past 5 years without any problems. Done in 20 min or less and E-filed with direct deposit.
7169	-1	Did not have a broad enough expense reporting section.  Also it does not seem to have a sales data section that I can enter items with options for individual accounts to keep track of their sales history and volumn.
7170	-1	Seems like a downgrade. I've never had more issues and freezing when updating. I think the only reason people used Intuit products is because of lack of other options. What a terribly software company!
7171	-1	Garmin sucks. They customer service is not open and they don't know that they are supposed to serve their customers anyway. Expect your order to be cancelled if there is a problem.<br /><br />After a lot of hoopla and lots of hours and lots of downloads in the update to the North American version - Canada doesn't make it. I downloaded it twice with the same results. Canada doesn't show up at all.<br /><br />I can't stand Garmin. Their products are terrible.
7172	1	Good
7173	1	Very friendly user. Will definitely use turbo tax again.
7174	0	All you have to do is go to the adobe website and download the free trial<br /><br />Once downloaded, select 'I want to license this product' then on the right, select 'license'<br /><br />Here you will be prompted to enter your product information.. this is how to get it :<br /><br />open the lightroom .dng file located in your finder, then open the .html file to locate your product number, then the .pdf file (how to validate and activate your product) will explain the rest. Adobe will email you the serial number once you enter the product key.<br /><br />hope this helps!
7175	0	I was disappointed TurboTax did not prompt/inquire of me about the sales tax deduction, for Florida state sales tax.  After I had already filed my taxes, I was made aware of this deduction in this cause me to have to amend & file my taxes a second time.
7176	-1	I have purchased this product and have been TOTALLY unable to download. I am not happy at all. I would not be able to recommend this product.
7177	0	So far, I've noticed very little difference.<br />1. Somebody spent a lot of time on the vertical menu bar and other GUI changes which offer little benefit or make working in the program even more annoying.<br />2. The layout designer hasn't been updated since 2006!  And you still can't convert an invoice to an estimate, so if you want your estimate to look like your invoice, you have to redesign everything from scratch.<br />3. The company snapshot is a nice idea, but counts pending invoices as open even if they haven't been sent.  It also shows &#34;Active Estimates&#34; but there's no way to make an estimate &#34;inactive&#34;, so what is the point of that category?<br />4. Just like in 2011, QB will only format addresses properly for checks OR 1099s, but not both.<br /><br />All kinds of little annoyances like the above are what keep me from feeling like this software really fits my company.  I only use it because I haven't found any reasonable alternatives yet.
7178	-1	What this company does is get you to pay for the software and then stop supporting it...you won't be able to play new blu-rays in 2 years. You will then be forced to upgrade.
7179	1	Its simple and gets the job done, I would definitely recommend it to family and friends. I have never had any problem with it.
7180	1	Great price
7181	1	Grrrrrrrr,,, that takes the cake!!!!!!  I buy the software and less then 24 hours later the price drops!!!  Unbelievable??  NOT... this has happened to me I can't count how many times!!!!!<br /><br />Amazon used to be the place to go for rock bottom prices... not anymore...
7182	-1	This review is for installation and support, not the anti-virus itself. I initially had the free trial version of AVG and it was working fine so I decided to purchase the one year one user anti virus. First of all, when you dowload it there are NO prompts to tell you that it's installed OR that you have to activate it AND THEN register on their site to complete the process. The only prompts given were for add-on features that you don't want. It took about an hour to download. I&#34;m not super tech savvy but I&#34;m not an idiot either and you shouldn't have to jump through hoops to download anti virus software. I&#34;ve had no problem with other anti viruses, one or two clicks and it's done.  Also, after I registered, my account showed I had 0 subscriptions, great, so I called support, they said problem fixed, but so far it isn't. I have no idea now if I'm signed up to auto-renew which I don't want. I'm still within 30 days of purchase so I'm going to try to get a refund but no doubt I'll have problems with that too. I will not buy this software ever again.
7183	1	Quicken 2013 bought for use without the mobile apps to keep compatibility with turbotax 2012. Backed up q2010 data and verified it beofre installing, then updating to newest patch. Inported backed up data. Only hitch I solved in five miutes was some duplicate data from updating the online banking syncronization.  If I was buying this for use with syncing to tablet and phone I can see how those customers feel bad, but my use and organization was minorly affected and solved without support from the company. My reports are categorized properly and mathmatecally accurate. One more w-2 from an employer and the info will be imported to turbotax to file my return with confidence that i can justify all claimed deductions.
7184	1	I don't know a lot about security software, but we've had this for over a year now and we don't have any complaints. We got our renewal as a Gold Box deal and were really happy with the price.
7185	-1	&#34; revise payment options &#34;  .21 cents... i accidentally payed w/ a canceled credit card and i can't cancel it now and 20+ dollars is gone from my gift card balance. i pissed and want to speak to a person from this company right now or im filing a claim.
7186	0	"I have been a user of Turbo Tax  (and Quicken) for over 20 years... since the days when it was Parson's Tax Advantage.  This year has been a most bizarre experience.    First issue:  Each year, once the taxes are completed, Intuit offers a subscription to Turbo Tax for the coming year.  This is not at a discounted price for returning customers this is full price as if you are brand new.  If you use this product decline the offer and save yourself about $30 dollars and buy it here.    Second Issue:  Turbo Tax 2014 would not install on my PC.  I spent somewhere between 10 to 12 hours going through every \\""fix\\"" scenario to no avail.  However, I was finally able to install the software.  Here's what happened:  Even after removing any trace of Intuit products (meaning Quicken, Turbo Tax, and the data files) I still could not get Turbo Tax 2014 to install.  At the time I was using Quicken 2013.  Please understand I don't upgrade Quicken every year mainly because I don't feel the amount of changes to the upgrade is equal to price being charged... that is, the \\""brand new\\"" price and \\""upgrade price\\"" are the same. Because Intuit does not extend discounts to returning users my normal practice is to upgrade Quicken every 2-3 years and not buy directly from Intuit.  At the end of this Turbo Tax installation debacle I was about  to throw in the towel in when I decided to upgrade to Quicken 2015.  I procured a brand new, sealed, discounted copy.    Having dealt with PCs since the early '90's days of DOS I knew this was a simple interface issue, but what? So after the installation of Quicken 2015 I made one more attempt to install Turbo Tax 2014.  IT INSTALLED ON THE FIRST PASS. That is when my eyebrows went up. Turbo Tax would not install with older versions of Quicken like it had in all the previous years.    There are two sides to this; getting your finances managed and selling you the software to get that done.  The reason Turbo Tax would not install on my PC was Intuit's expectation that I had the latest version of Quicken... whether or I needed it or not.  Since both applications are supposed to be \\""stand alone\\"" one's eyebrow tends to raise. Both applications are very good.  You will either use these two or one of the many the industry offers like them or do it by hand.  If one goes to professional they are going to use an industry application as well.  I am fine with this. I understand the model.     I also understand this is business and Intuit is in the business of selling software.  Each year Intuit offers an upgrade to Quicken which, in the last ten years, seem to be just an expensive bug fix of the prior year's version.  This is why I made my personal business decision to 1) Not upgrade Quicken every year, 2) Buy a discounted copy of Quicken, 3) Buy the copy from someone other than Intuit since I will never get a discount there.    Because of the ever changing tax laws Turbo Tax has be purchased each year.  Now it appears I need both.   The bright side is the expense is tax deductible."
7187	-1	coming from windows, it should be free!!!
7188	0	Not made for modern OS's (poor image scaling only fills 1/2 the screen).  It has annoying voices with poor acting.  My kids don't love this one but they have learned how to type better than most free web sites and typing tutors.
7189	0	Was difficult for me to use. I found another app more suited to my skill level. It may work for other people.
7190	-1	After the debacle of the Deluxe version, I've received the free Premier version.  Now the Oregon State Tax Option does not work - even after and re-after downloading.  I'll be curious to see what their customer folks show today up to 8 minutes . . ..
7191	-1	This software is the worst, don't buy, it isn't worth the cash.  Do yourself a favor and use mints free software.  The program crashes all of the time in windows 8.1
7192	1	I really like this product. Its easy to set up and very operable. I would recommend the Publisher 2013 to anyone.
